player_id_norm,adaptive_group,group_assigned_ts,sessions_after_assignment,returned_within_1d,returned_within_3d,returned_within_7d
832bf59e-5979-4694-886e-4774aac96f66,B,2026-03-08 09:23:21.067000+00:00,1,True,True,True
1780c605-adb4-43a5-bd20-09e38f9e8d00,B,2026-03-08 09:24:12.077000+00:00,0,False,False,False
7b41b0fc-1e8d-4bd5-a320-f6fe82978629,A,2026-03-08 09:43:24.991000+00:00,11,True,True,True
38ba9e91-153e-45fd-b335-956d21d5ffa5,B,2026-03-08 09:47:17.526000+00:00,0,False,False,False
22594ae3-35a3-4692-9328-27d50982031b,B,2026-03-08 10:08:52.621000+00:00,0,False,False,False
76fed8b0-f24a-436a-8162-e0feff0decb9,B,2026-03-08 10:21:23.437000+00:00,0,False,False,False
e0fc445c-421f-436d-9c30-101e55886380,B,2026-03-08 10:48:58.127000+00:00,0,False,False,False
a64ee7b8-3db1-4788-8bc8-ff43fd4d0f9f,B,2026-03-08 12:55:39.333000+00:00,0,False,False,False
7a6d05e3-b79d-413f-ba8e-04c9123dc9a0,A,2026-03-08 16:06:43.569000+00:00,0,False,False,False
086c11a1-5d07-48ea-aa10-4cb3c0cafa9f,B,2026-03-08 16:33:29.976000+00:00,0,False,False,False
1c69ac44-4198-4390-9ad7-b4c25014353f,B,2026-03-08 19:21:41.147000+00:00,0,False,False,False
905cfd91-aca1-4150-8646-13f102a3eb5e,A,2026-03-09 03:04:08.222000+00:00,0,False,False,False
7fd064f6-8900-4f27-948b-f08e9ea412cb,B,2026-03-09 06:08:04.885000+00:00,0,False,False,False
dfe20491-7f2d-49b0-b6ce-06ea8f905622,B,2026-03-09 07:24:11.090000+00:00,0,False,False,False
b02d116f-6c88-4fec-9d31-8ecc44757745,B,2026-03-09 07:32:38.427000+00:00,0,False,False,False
7d3e3a17-cea4-4c59-b3fe-15150b0f34f0,B,2026-03-09 12:18:15.404000+00:00,0,False,False,False
92ea7745-0461-4a3c-8a8a-14b7f8173389,B,2026-03-09 12:35:30.411000+00:00,0,False,False,False
f0ae6c6f-e6dc-467f-bb45-4c85e470f528,B,2026-03-09 16:26:40.270000+00:00,0,False,False,False
cc69321b-5fa9-4728-ba6d-cb73c5fc254d,B,2026-03-09 16:37:44.065000+00:00,0,False,False,False
e3b59f68-6252-4fa9-b38c-e095b0839eb7,B,2026-03-09 18:24:21.138000+00:00,3,True,True,True
8185cb13-fc23-4d12-a05b-0e1738a3052f,A,2026-03-09 18:39:04.737000+00:00,0,False,False,False
f583c242-7379-425d-a687-bafaeae57288,A,2026-03-09 19:51:27.329000+00:00,0,False,False,False
6ee16ed1-079a-4285-824a-0829afc0eb67,A,2026-03-09 20:04:01.701000+00:00,0,False,False,False
6c76a9db-f2f7-4a60-8719-9aa24ecb28eb,A,2026-03-09 20:15:29.274000+00:00,0,False,False,False
0393fd48-ed38-46f1-98d9-11dada5b0e7a,B,2026-03-09 21:01:42.599000+00:00,0,False,False,False
c02b5b38-3c74-407a-a22c-7399e81abab0,B,2026-03-09 21:01:55.068000+00:00,0,False,False,False
6110fd9b-67ab-41e3-b0f6-55d9db289f7d,B,2026-03-09 21:06:04.491000+00:00,0,False,False,False
1aceb40d-edcf-4ded-8dc0-fee502af882c,B,2026-03-09 21:30:32.358000+00:00,0,False,False,False
d2f127d4-9e22-4af1-bfd4-fc89fd422f85,B,2026-03-09 22:42:27.240000+00:00,0,False,False,False
c0a162c8-a010-464f-b9df-3d1e5900f905,A,2026-03-09 22:48:06.924000+00:00,0,False,False,False
cc57e7c4-f030-4fc5-97a3-69b1ff839fe5,B,2026-03-09 22:55:28.550000+00:00,0,False,False,False
e493e865-ed84-412b-ab4a-8aa9917906e0,B,2026-03-09 23:42:32.569000+00:00,0,False,False,False
36235b28-31dc-43c5-9c24-83f8c17a3811,B,2026-03-10 00:00:07.818000+00:00,0,False,False,False
d81125c8-890c-41c6-96de-73498ca1c66e,B,2026-03-10 00:01:33.926000+00:00,0,False,False,False
id-1773100917089-9d9303ebd7e868,B,2026-03-10 00:01:59.327000+00:00,0,False,False,False
3deb0762-2c72-4f4f-b2d9-8f91f4b9c4c4,B,2026-03-10 00:02:04.843000+00:00,0,False,False,False
d6affa50-f8db-412a-b4e8-078af35332d3,B,2026-03-10 00:02:46.435000+00:00,0,False,False,False
5a4af9e6-c4da-458b-89a1-688feebd76ea,B,2026-03-10 02:12:20.992000+00:00,0,False,False,False
